,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
9348,0.885315,7,0.702128,0.525219,0.446445,0.002462,0.392543,0.694737,1
25411,0.456175,1,0.12766,0.03915,0.164237,0.000953,0.24029,0.7,1
6812,0.464581,3,0.659574,0.07851,0.536299,0.005305,0.464526,0.550877,1
35043,0.871731,4,0.042553,0.075327,0.438114,0.004917,0.470223,0.631579,1
34447,0.000929,2,0.574468,0.043833,0.472776,0.003467,0.422915,0.414912,0
3492,0.008893,1,0.106383,0.041341,0.227313,0.003467,0.422915,0.414912,0
19656,0.451263,1,0.382979,0.040891,0.512943,0.002518,0.287416,0.915789,1
22880,0.460024,5,0.085106,0.030263,0.333085,0.002023,0.348524,0.460526,0
30145,0.894828,6,0.744681,0.094061,0.834276,0.00628,0.726049,0.46886,1
26596,0.013982,5,0.042553,0.061967,0.521125,0.003467,0.422915,0.414912,0
23316,0.018451,2,0.06383,0.045214,0.339482,0.003467,0.422915,0.414912,0
5800,0.447237,1,0.553191,0.046896,0.529456,0.003168,0.340497,0.721491,1
16680,0.889076,2,0.617021,0.027561,0.49152,0.001899,0.534697,0.446053,0
20482,0.45206,5,0.319149,0.06635,0.697858,0.004672,0.639565,0.285088,1
25365,0.90319,1,0.787234,0.089138,0.47828,0.005777,0.404713,0.575439,1
3554,0.906995,3,0.255319,0.047346,0.277447,0.003216,0.308907,0.529825,1
2653,0.469802,3,0.702128,0.505134,0.692353,0.034426,0.81797,0.194298,1
4376,0.005309,4,0.531915,0.056113,0.538084,0.003467,0.422915,0.414912,0
14162,0.455511,7,0.808511,0.053351,0.6867,0.003621,0.476178,0.572368,1
1711,0.455865,1,0.914894,0.042032,0.529158,0.002526,0.350596,0.778509,1
5561,0.473165,2,0.297872,0.027921,0.479322,0.001901,0.459606,0.351754,0
3315,0.447281,2,0.595745,0.088537,0.65665,0.006099,0.626359,0.387281,1
17199,0.455732,5,0.957447,0.037468,0.582565,0.002567,0.438115,0.563596,1
20532,0.880979,7,0.425532,0.030473,0.428444,0.00107,0.338426,0.72193,1
34387,0.906995,3,0.680851,0.041401,0.471586,0.002875,0.602538,0.253509,0
21832,0.876289,5,1.0,0.031554,0.40241,0.002032,0.451579,0.749123,0
24929,0.460068,6,0.553191,0.030353,0.477983,0.002027,0.492491,0.353509,0
18449,0.867616,6,0.234043,0.033716,0.337102,0.001672,0.329622,0.84693,0
4646,0.880536,4,0.851064,0.036328,0.508182,0.002443,0.479544,0.505702,0
23175,0.438786,4,0.702128,0.057314,0.490628,0.003467,0.422915,0.414912,0
32297,0.890005,2,1.0,0.063949,0.577209,0.004252,0.505179,0.55307,1
20610,0.474006,7,0.468085,0.030683,0.408361,0.002073,0.342051,0.687281,1
17780,0.425601,7,0.319149,0.076258,0.239215,0.003467,0.422915,0.414912,1
1105,0.434096,2,0.957447,0.049538,0.428593,0.003467,0.422915,0.414912,0
15269,0.030972,6,0.340426,0.089828,0.412675,0.003467,0.422915,0.414912,1
28334,0.021857,2,0.851064,0.071995,0.487057,0.003467,0.422915,0.414912,0
25084,0.434538,5,0.93617,0.047526,0.321482,0.003467,0.422915,0.414912,1
33181,0.881067,2,0.085106,0.025039,0.163344,0.001608,0.302434,0.774561,0
23573,0.894828,6,0.765957,0.105951,0.859268,0.007015,0.732263,0.480702,1
5939,0.903411,6,0.12766,0.036177,0.216156,0.002376,0.342569,0.692105,0
24593,0.87589,3,0.93617,0.033055,0.464445,0.001429,0.352408,0.769298,0
15223,0.903102,6,0.978723,0.088657,0.460428,0.005995,0.489125,0.346491,1
5083,0.438388,2,0.12766,0.062748,0.191758,0.003467,0.422915,0.414912,0
6952,0.026946,6,0.382979,0.080972,0.420113,0.003467,0.422915,0.414912,0
32470,0.026946,6,0.255319,0.080972,0.221958,0.003467,0.422915,0.414912,0
9037,0.027344,1,0.723404,0.095322,0.458792,0.003467,0.422915,0.414912,1
34009,0.018627,6,0.425532,0.099346,0.448825,0.003467,0.422915,0.414912,1
34773,0.44237,2,0.106383,0.03963,0.135823,0.002721,0.216209,0.500526,0
9108,0.009115,6,0.893617,0.082263,0.548646,0.003467,0.422915,0.414912,1
16318,0.867661,7,0.574468,0.033836,0.421303,0.002212,0.568358,0.562281,1
20002,0.018052,7,0.957447,0.064339,0.326986,0.003467,0.422915,0.414912,0
24467,0.898102,6,0.829787,0.035517,0.551473,0.00243,0.564733,0.397368,0
20156,0.456396,6,0.212766,0.02636,0.263314,0.001759,0.302693,0.723246,0
28527,0.885536,5,0.957447,0.069923,0.545671,0.004414,0.439669,0.524561,1
17418,0.884695,7,0.382979,0.038069,0.479917,0.002468,0.407561,0.678509,1
2179,0.437901,5,0.0,0.044134,0.397798,0.003467,0.422915,0.414912,0
14046,0.876775,2,0.914894,0.028552,0.487057,0.001329,0.277059,0.723684,0
9160,0.446794,5,0.978723,0.042783,0.551026,0.002763,0.468669,0.631579,0
22334,0.894297,1,0.893617,0.06581,0.552217,0.003932,0.457794,0.672368,1
2536,0.429892,7,0.531915,0.077339,0.410295,0.003467,0.422915,0.414912,0
19066,0.469271,5,0.170213,0.035967,0.17108,0.00237,0.213361,0.621491,0
24117,0.443299,2,0.404255,0.076738,0.63136,0.005264,0.602538,0.360965,1
27892,0.42976,4,0.446809,0.081272,0.611425,0.003467,0.422915,0.414912,1
196,0.022256,4,0.595745,0.059926,0.484826,0.003467,0.422915,0.414912,1
2806,0.898323,2,0.617021,0.05239,0.512645,0.003457,0.58985,0.474561,0
33236,0.438211,5,0.680851,0.062357,0.457899,0.003467,0.422915,0.414912,0
4872,0.44321,7,0.361702,0.046295,0.477239,0.003118,0.331952,0.547807,0
4534,0.473563,1,0.191489,0.019845,0.056531,0.001325,0.078457,0.716228,0
13924,0.495686,6,0.276596,0.037979,0.380393,0.002615,0.377266,0.340789,0
34049,0.009336,4,0.489362,0.13222,0.604433,0.003467,0.422915,0.414912,1
2561,0.894695,3,0.595745,0.080401,0.609938,0.005422,0.68695,0.329386,0
24732,0.907615,3,0.340426,0.089858,0.50238,0.006078,0.600725,0.347807,1
14819,0.889164,4,0.595745,0.028912,0.561738,0.002023,0.563956,0.392544,0
14814,0.008805,6,0.255319,0.041882,0.194287,0.003467,0.422915,0.414912,0
30685,0.906863,7,0.276596,0.030924,0.194734,0.001924,0.136199,0.702193,0
14547,0.912349,6,0.87234,0.042632,0.352722,0.002869,0.382185,0.392544,0
14445,0.434538,5,0.659574,0.044314,0.282654,0.003467,0.422915,0.414912,0
23636,0.907438,6,0.787234,0.076438,0.501339,0.005206,0.49275,0.312281,1
23370,0.911641,4,0.489362,0.139546,0.508777,0.009429,0.582082,0.378509,1
8317,0.876421,1,0.106383,0.018014,0.103987,0.000839,0.210513,0.841667,0
14340,0.008628,2,0.978723,0.057734,0.562779,0.003467,0.422915,0.414912,0
26090,0.906818,6,0.531915,0.162093,0.616483,0.010999,0.460124,0.543421,1
35599,0.460378,6,0.829787,0.033055,0.516215,0.002308,0.475401,0.340351,0
18867,0.46436,5,0.93617,0.029843,0.399137,0.002036,0.33506,0.358772,1
21421,0.438874,6,0.276596,0.048037,0.149658,0.003467,0.422915,0.414912,0
21468,0.871731,2,0.191489,0.028642,0.204552,0.001668,0.232522,0.90614,1
10228,0.469227,4,0.425532,0.055963,0.561589,0.003652,0.469964,0.53114,0
10081,0.86828,7,0.93617,0.035337,0.37474,0.002177,0.283791,0.885088,1
14199,0.995443,7,0.042553,0.040171,0.471288,0.002503,0.431124,0.75614,0
15604,0.018672,7,0.106383,0.044494,0.134484,0.003467,0.422915,0.414912,0
35058,0.438432,3,0.574468,0.061247,0.484231,0.003467,0.422915,0.414912,1
2841,0.026769,2,0.978723,0.087276,0.417584,0.003467,0.422915,0.414912,1
6145,0.000442,5,0.489362,0.149634,0.529009,0.003467,0.422915,0.414912,1
23832,0.01376,7,0.744681,0.119581,0.535555,0.003467,0.422915,0.414912,1
29664,0.433609,5,0.595745,0.073736,0.495091,0.003467,0.422915,0.414912,1
33490,0.425379,2,0.638298,0.119731,0.636418,0.003467,0.422915,0.414912,1
17694,0.031945,7,0.765957,0.058394,0.222553,0.003467,0.422915,0.414912,0
28445,0.875935,4,0.489362,0.035127,0.694287,0.002275,0.624029,0.435088,0
15151,0.027167,4,0.659574,0.074817,0.436328,0.003467,0.422915,0.414912,1
15999,0.013362,5,0.765957,0.124745,0.771199,0.003467,0.422915,0.414912,1
12968,0.447104,5,0.319149,0.056983,0.700833,0.003824,0.56784,0.464474,1
30321,4.4e-05,3,0.212766,0.042482,0.171675,0.003467,0.422915,0.414912,0
32485,0.456396,6,0.531915,0.032815,0.510414,0.002196,0.523304,0.482018,0
34734,0.022521,3,0.553191,0.087366,0.51443,0.003467,0.422915,0.414912,1
23371,0.456307,4,0.021277,0.034196,0.529307,0.002252,0.452874,0.719298,0
14296,0.460422,7,0.659574,0.027741,0.284142,0.001892,0.204298,0.620614,0
4738,0.442945,1,0.340426,0.044344,0.290092,0.002833,0.140083,0.746491,0
1726,0.008805,6,0.446809,0.041762,0.513686,0.003467,0.422915,0.414912,0
8337,0.031149,3,0.978723,0.060226,0.417138,0.003467,0.422915,0.414912,0
231,0.902526,7,0.723404,0.044104,0.494347,0.002902,0.4029,0.494737,0
5615,0.452148,7,0.319149,0.032665,0.419072,0.00225,0.257121,0.494737,0
13422,0.424671,7,1.0,0.058394,0.205891,0.003467,0.422915,0.414912,0
12969,0.474271,6,0.914894,0.029422,0.314341,0.001556,0.107457,0.868421,1
18593,0.898677,3,0.12766,0.035757,0.278786,0.002335,0.354997,0.640351,0
15537,0.872572,7,0.765957,0.030173,0.361053,0.001454,0.270326,0.858772,0
324,0.474271,6,0.978723,0.032214,0.27834,0.002164,0.202486,0.684649,1
9280,0.026371,7,0.021277,0.069983,0.175989,0.003467,0.422915,0.414912,0
29285,0.881067,2,0.978723,0.035367,0.432461,0.00237,0.401346,0.589035,0
21230,0.885226,5,0.255319,0.063859,0.364921,0.004246,0.322372,0.504386,1
4567,0.000487,6,0.404255,0.119731,0.468164,0.003467,0.422915,0.414912,1
7629,0.434184,4,0.212766,0.070524,0.314192,0.003467,0.422915,0.414912,0
6427,0.027167,4,0.319149,0.074817,0.440643,0.003467,0.422915,0.414912,1
8530,0.876244,4,0.212766,0.031614,0.306456,0.001408,0.340497,0.855263,1
29059,0.433875,4,0.808511,0.055062,0.456561,0.003467,0.422915,0.414912,1
7044,0.447591,2,0.042553,0.03963,0.332639,0.002597,0.401864,0.489474,1
15755,0.451617,2,0.574468,0.037949,0.597441,0.002547,0.627913,0.416667,0
24337,0.031459,3,0.319149,0.066561,0.471883,0.003467,0.422915,0.414912,0
8583,0.004734,5,0.042553,0.082172,0.48795,0.003467,0.422915,0.414912,0
33207,0.438255,6,0.829787,0.056833,0.365367,0.003467,0.422915,0.414912,1
32636,0.885182,4,0.297872,0.034736,0.489735,0.00237,0.477214,0.345614,0
10270,0.000398,4,0.617021,0.074817,0.488545,0.003467,0.422915,0.414912,0
34171,0.903013,4,0.446809,0.089618,0.548944,0.005989,0.63594,0.314474,0
15501,0.867263,5,0.702128,0.036208,0.46385,0.002459,0.453133,0.442982,1
20626,0.911199,1,0.255319,0.040561,0.168253,0.002638,0.183325,0.649561,0
5125,0.876067,7,0.787234,0.029753,0.341267,0.000831,0.264371,0.790789,1
31724,0.46936,7,0.765957,0.028432,0.336209,0.001901,0.256344,0.589474,0
11478,0.903146,7,0.425532,0.089138,0.449717,0.005241,0.387364,0.638596,1
714,0.893943,7,0.702128,0.046415,0.521422,0.002983,0.461678,0.753509,0
24814,0.872307,1,0.404255,0.028822,0.3554,0.000835,0.232004,0.841667,1
22930,0.018495,3,0.617021,0.047166,0.449866,0.003467,0.422915,0.414912,0
35971,0.867926,6,0.255319,0.028462,0.406129,0.001489,0.440963,0.678509,0
9757,0.907969,4,0.595745,0.042002,0.446296,0.003484,0.549974,0.324123,0
35934,0.014291,5,0.744681,0.149664,0.777001,0.003467,0.422915,0.414912,1
32254,0.899164,7,0.297872,0.084844,0.345582,0.005428,0.314345,0.773246,1
22895,0.902748,5,0.425532,0.083764,0.553704,0.005525,0.628949,0.510965,1
18477,0.03168,1,0.148936,0.051909,0.072746,0.003467,0.422915,0.414912,0
20241,0.87651,3,0.617021,0.031014,0.576019,0.00198,0.562144,0.607895,1
2528,0.912349,6,0.531915,0.077969,0.512645,0.00533,0.58726,0.283772,1
7340,0.429539,6,0.404255,0.080401,0.447486,0.003467,0.422915,0.414912,1
612,0.442635,1,0.617021,0.05221,0.339929,0.003091,0.17478,0.591667,0
20810,0.912305,5,0.276596,0.101117,0.483785,0.007038,0.619627,0.239035,1
11868,0.906995,3,0.340426,0.089168,0.462511,0.006219,0.579492,0.303509,1
5061,0.446971,2,1.0,0.032725,0.458048,0.001961,0.37131,0.742105,0
4477,0.031724,2,0.489362,0.06611,0.492711,0.003467,0.422915,0.414912,1
36116,0.876997,7,0.382979,0.03945,0.44213,0.00263,0.332211,0.492982,1
4959,0.009026,4,0.446809,0.090159,0.668849,0.003467,0.422915,0.414912,0
26177,0.867041,7,0.234043,0.024919,0.143707,0.001332,0.095287,0.902632,0
8155,0.911951,4,0.659574,0.051399,0.50476,0.003506,0.551787,0.332895,0
19092,0.473784,2,0.765957,0.027411,0.495388,0.001791,0.393061,0.731579,0
19295,0.438299,7,0.702128,0.060136,0.29158,0.003467,0.422915,0.414912,1
31552,0.027565,6,0.12766,0.049688,0.101012,0.003467,0.422915,0.414912,0
15635,0.433742,1,0.808511,0.072775,0.422642,0.003467,0.422915,0.414912,1
18534,0.424627,6,0.787234,0.080611,0.270158,0.003467,0.422915,0.414912,1
9533,0.434273,6,0.617021,0.045334,0.312853,0.003467,0.422915,0.414912,0
27850,0.889208,5,0.276596,0.029933,0.460875,0.002029,0.474366,0.385088,0
13142,0.004425,5,0.297872,0.045394,0.508628,0.003467,0.422915,0.414912,0
11718,0.889341,1,0.702128,0.068482,0.477239,0.003847,0.35448,0.682895,1
27817,0.026769,2,0.808511,0.059865,0.430675,0.003467,0.422915,0.414912,0
7035,0.452015,4,0.787234,0.122163,0.849598,0.008334,0.677887,0.330702,1
15202,0.451927,2,0.93617,0.061367,0.65784,0.00409,0.432677,0.722807,1
35660,0.023008,7,0.382979,0.091269,0.332044,0.003467,0.422915,0.414912,1
2678,0.008761,5,0.531915,0.117329,0.583457,0.003467,0.422915,0.414912,1
24517,0.460909,4,0.765957,0.159601,0.801845,0.010687,0.452356,0.660088,1
9604,0.875935,4,0.319149,0.032995,0.547605,0.002154,0.564992,0.568421,0
23118,0.460997,6,0.148936,0.028762,0.218387,0.001919,0.226567,0.656579,0
12536,0.875979,1,0.893617,0.029723,0.400922,0.001579,0.365873,0.67807,0
17175,0.871731,2,0.255319,0.02573,0.404493,0.001263,0.46608,0.735526,0
22701,0.8935,4,0.276596,0.335385,0.591193,0.016527,0.520456,0.654825,1
9022,0.908101,7,0.723404,0.067822,0.390211,0.004479,0.328068,0.64386,1
26119,0.004425,5,0.744681,0.050468,0.683576,0.003467,0.422915,0.414912,0
5496,0.433388,7,0.234043,0.041431,0.112615,0.003467,0.422915,0.414912,0
18557,0.452237,2,0.12766,0.033025,0.212586,0.002252,0.263076,0.617544,0
20978,0.438078,2,0.851064,0.064489,0.45299,0.003467,0.422915,0.414912,0
28946,0.907438,6,0.255319,0.07842,0.340375,0.005287,0.36406,0.467982,1
6757,0.871599,6,0.234043,0.047706,0.436626,0.003058,0.426204,0.736842,1
18118,0.894208,6,0.361702,0.084094,0.764058,0.005688,0.7913,0.430263,1
25366,0.912261,4,0.978723,0.093641,0.411038,0.006431,0.431642,0.430702,1
5622,0.473784,2,0.468085,0.031074,0.608152,0.002052,0.530554,0.540351,0
12383,0.872572,7,0.829787,0.028942,0.350045,0.001429,0.319006,0.857018,0
9583,0.451617,2,0.255319,0.034826,0.41803,0.0022,0.396427,0.765351,0
31049,0.87589,3,0.829787,0.033505,0.536745,0.002231,0.569135,0.577632,0
21909,0.009911,3,0.297872,0.064009,0.563374,0.003467,0.422915,0.414912,1
21188,0.898544,7,0.404255,0.090068,0.571705,0.005617,0.426981,0.652632,1
24783,0.027211,5,0.468085,0.093371,0.524398,0.003467,0.422915,0.414912,1
29165,0.88943,3,0.851064,0.035337,0.668253,0.002435,0.591662,0.384211,1
12339,0.030751,1,0.021277,0.059265,0.179411,0.003467,0.422915,0.414912,0
18560,0.867307,3,0.106383,0.063288,0.290539,0.004138,0.388918,0.659649,0
31234,0.880757,2,0.212766,0.022787,0.066201,0.000825,0.119368,0.882018,0
34753,0.017521,2,0.085106,0.067071,0.34945,0.003467,0.422915,0.414912,0
18902,0.013274,3,0.234043,0.051249,0.281613,0.003467,0.422915,0.414912,0
22711,0.893766,3,0.914894,0.032214,0.591491,0.002154,0.487053,0.441667,0
5085,0.031503,4,0.12766,0.060826,0.134781,0.003467,0.422915,0.414912,0
29337,0.465333,6,0.191489,0.02621,0.146831,0.001701,0.191611,0.664912,0
28105,0.0223,5,0.404255,0.088928,0.582118,0.003467,0.422915,0.414912,1
14201,0.867307,6,0.382979,0.050168,0.526331,0.003361,0.478767,0.479386,1
9482,0.433609,5,0.638298,0.07854,0.493454,0.003467,0.422915,0.414912,1
2286,0.885448,3,0.851064,0.029182,0.520827,0.001951,0.493009,0.567982,0
26926,0.885625,7,0.787234,0.146752,0.580928,0.009881,0.522009,0.493421,1
33499,0.434406,2,1.0,0.048247,0.404641,0.003467,0.422915,0.414912,0
8524,0.001018,4,0.446809,0.043983,0.557126,0.003467,0.422915,0.414912,0
23237,0.027078,2,0.787234,0.051219,0.387831,0.003467,0.422915,0.414912,0
22553,0.031503,4,0.446809,0.080972,0.509819,0.003467,0.422915,0.414912,1
36208,0.451529,7,0.255319,0.038699,0.262719,0.001172,0.288711,0.816228,0
31369,0.000221,7,0.382979,0.047376,0.327581,0.003467,0.422915,0.414912,0
2956,0.000796,6,0.446809,0.137174,0.439304,0.003467,0.422915,0.414912,1
7774,0.907969,4,0.638298,0.042302,0.459833,0.003336,0.538063,0.322807,0
16665,0.446883,7,0.12766,0.011649,0.230735,0.000744,0.272657,0.618421,0
23817,0.027344,1,0.021277,0.048487,0.184766,0.003467,0.422915,0.414912,0
22664,0.030707,7,0.12766,0.047496,0.055489,0.003467,0.422915,0.414912,0
26559,0.456263,3,0.765957,0.059565,0.750074,0.00397,0.681771,0.467982,1
1947,0.031193,4,0.234043,0.094572,0.366409,0.003467,0.422915,0.414912,1
32714,0.026547,4,0.382979,0.106221,0.536745,0.003467,0.422915,0.414912,1
30264,0.009601,3,0.744681,0.041732,0.716007,0.003467,0.422915,0.414912,0
7418,0.465422,1,0.446809,0.028011,0.343053,0.001878,0.260228,0.641228,1
17008,0.88912,3,0.340426,0.028972,0.575722,0.002011,0.624288,0.270175,1
25782,0.438211,5,0.787234,0.076468,0.495091,0.003467,0.422915,0.414912,1
9335,0.469537,4,0.893617,0.037769,0.409104,0.002522,0.287675,0.651316,0
33344,0.000619,2,0.680851,0.13105,0.493306,0.003467,0.422915,0.414912,1
13554,0.447016,3,0.808511,0.071424,0.757661,0.004981,0.608752,0.339474,1
19735,0.872041,2,0.914894,0.027471,0.411336,0.000856,0.296479,0.820175,0
24595,0.867838,4,1.0,0.028672,0.388426,0.001847,0.387364,0.667982,0
21741,0.915712,5,0.638298,0.103849,0.588515,0.006948,0.61419,0.338158,1
7694,0.907172,7,0.319149,0.070614,0.343201,0.004601,0.359658,0.655263,0
22514,0.906818,6,0.191489,0.021556,0.138203,0.001421,0.100725,0.697368,0
17238,0.452015,4,0.319149,0.087577,0.72166,0.006134,0.590886,0.349561,1
6257,0.464537,2,0.085106,0.028342,0.130765,0.001911,0.308131,0.536404,1
26973,0.884695,7,0.106383,0.029002,0.213478,0.001764,0.359399,0.65614,0
21701,0.460732,7,0.744681,0.033145,0.417882,0.002302,0.269032,0.323684,0
19834,0.437945,6,0.06383,0.048817,0.262868,0.003467,0.422915,0.414912,0
24206,0.876643,6,0.042553,0.024619,0.245016,0.001232,0.382703,0.679825,0
4427,0.43445,3,0.148936,0.05209,0.153823,0.003467,0.422915,0.414912,1
30319,0.022654,6,0.957447,0.081812,0.304671,0.003467,0.422915,0.414912,0
32101,0.881244,6,0.87234,0.02684,0.405237,0.001789,0.432418,0.560088,0
15891,0.898943,2,0.787234,0.100817,0.764951,0.006678,0.682807,0.439035,1
5044,0.885536,5,0.12766,0.035907,0.244719,0.002318,0.360435,0.748684,0
21920,0.031193,4,0.723404,0.102228,0.422642,0.003467,0.422915,0.414912,1
5761,0.008982,3,0.978723,0.090939,0.582267,0.003467,0.422915,0.414912,0
13617,0.447591,2,0.297872,0.043383,0.583904,0.002946,0.483428,0.400877,1
4102,0.000354,3,0.93617,0.140267,0.448825,0.003467,0.422915,0.414912,1
32866,0.022787,2,0.617021,0.057193,0.437816,0.003467,0.422915,0.414912,0
562,0.867307,6,0.319149,0.034826,0.443172,0.002362,0.422061,0.531579,1
22208,0.890138,5,0.212766,0.05224,0.321333,0.003328,0.399793,0.764474,0
9991,0.026769,2,0.531915,0.074487,0.480363,0.003467,0.422915,0.414912,1
27058,0.469316,6,0.638298,0.096884,0.617673,0.006292,0.459865,0.567982,1
32146,0.018583,5,0.404255,0.060436,0.542844,0.003467,0.422915,0.414912,0
9433,0.425601,7,0.489362,0.076258,0.329069,0.003467,0.422915,0.414912,1
33557,0.022919,5,0.106383,0.047076,0.206784,0.003467,0.422915,0.414912,0
5607,0.884828,3,0.851064,0.029182,0.546712,0.001992,0.542983,0.437281,0
27366,0.890005,2,0.510638,0.028942,0.630616,0.002268,0.666753,0.207895,0
31934,0.437945,6,0.361702,0.048337,0.371616,0.003467,0.422915,0.414912,0
27800,0.009469,7,1.0,0.041642,0.435138,0.003467,0.422915,0.414912,0
21971,0.468962,5,0.510638,0.056413,0.509372,0.003843,0.590627,0.191667,1
17732,0.027388,2,0.468085,0.1058,0.578697,0.003467,0.422915,0.414912,1
16092,0.460334,5,0.723404,0.044134,0.495537,0.00307,0.570171,0.117105,0
5492,0.014203,3,0.978723,0.040711,0.485421,0.003467,0.422915,0.414912,0
13488,0.438919,7,0.319149,0.047046,0.176287,0.003467,0.422915,0.414912,0
22356,0.889253,6,0.957447,0.02684,0.501934,0.001832,0.356033,0.558333,0
8216,0.013097,6,0.702128,0.041401,0.359714,0.003467,0.422915,0.414912,0
27119,0.880581,5,0.765957,0.057163,0.546266,0.003774,0.518125,0.510088,1
17592,0.97332,2,0.87234,0.139996,0.60845,0.009593,0.539876,0.488596,1
32466,0.889341,1,0.255319,0.016392,0.141476,0.001051,0.185914,0.855263,0
32811,0.880448,2,0.829787,0.035487,0.504314,0.002432,0.489384,0.375877,0
12233,0.912261,4,0.723404,0.051339,0.481553,0.003511,0.535474,0.391667,0
10503,0.872174,5,0.765957,0.033716,0.594615,0.002104,0.496893,0.791667,0
15314,0.45613,7,0.659574,0.023898,0.318804,0.000976,0.237701,0.734649,0
36092,0.894562,7,0.234043,0.029122,0.227313,0.001608,0.315381,0.80307,0
14238,0.017566,3,0.744681,0.088507,0.604433,0.003467,0.422915,0.414912,1
24776,0.872218,6,0.042553,0.030083,0.240702,0.001464,0.384516,0.8,0
30537,0.022964,6,0.595745,0.076318,0.298274,0.003467,0.422915,0.414912,1
2720,0.031016,7,0.531915,0.074817,0.243082,0.003467,0.422915,0.414912,1
27743,0.898766,5,0.021277,0.084724,0.520232,0.002935,0.474625,0.61886,1
7795,0.03168,1,0.021277,0.051909,0.168849,0.003467,0.422915,0.414912,0
16610,0.867838,4,0.234043,0.033806,0.345284,0.002067,0.363801,0.712281,1
21369,0.022344,6,0.361702,0.070824,0.368492,0.003467,0.422915,0.414912,1
29861,0.438697,2,0.851064,0.055782,0.44704,0.003467,0.422915,0.414912,0
18114,0.434627,7,0.425532,0.047526,0.300506,0.003467,0.422915,0.414912,0
21517,0.912305,5,0.085106,0.044644,0.213329,0.003047,0.333506,0.440789,0
2341,0.88558,6,0.297872,0.047916,0.53258,0.003309,0.55334,0.330263,0
24270,0.451794,6,0.702128,0.040141,0.619161,0.002663,0.581823,0.50307,0
8972,0.004513,7,0.446809,0.089498,0.445254,0.003467,0.422915,0.414912,1
3831,0.031857,5,0.531915,0.056923,0.254091,0.003467,0.422915,0.414912,1
4035,0.912039,6,0.531915,0.049207,0.493306,0.003346,0.573278,0.369737,0
8559,0.894562,7,0.978723,0.083373,0.504612,0.004979,0.464785,0.629386,1
